"측정일자","측정시간","지역","지역명","도로명","시작점","종점","기온","습도","재비산먼지평균농도","오염범례"
"2024-02-01","11:14","경기","용인시 처인구","백옥대로","경기도 용인시처인구 모현면 왕산리 681-15도","경기도 용인시처인구 이동면 송전리 756-6전","4","80","18","매우좋음"
"2024-02-01","11:29","경기","용인시 처인구","금령로","경기도 용인시처인구 마평동 759 도","경기도 용인시처인구 김량장동 380도","3","80","10","매우좋음"
"2024-02-01","11:50","경기","용인시 처인구","용인대학로","경기도 용인시처인구 역북동 산108-6임","경기도 용인시처인구 역북동 632-72천","4","75","9","매우좋음"
"2024-02-01","11:54","경기","용인시 처인구","금학로","경기도 용인시처인구 삼가동 481-74천","경기도 용인시처인구 마평동 529-6철","4","74","30","매우좋음"
"2024-02-01","12:16","경기","용인시 처인구","중부대로","경기도 용인시처인구 양지면 추계리 산 3-2임","경기도 용인시처인구 삼가동 산 30-2도","5","71","29","매우좋음"
"2024-02-01","12:36","경기","용인시 처인구","동백죽전대로","경기도 용인시처인구 삼가동 산40-2도","경기도 용인시처인구 삼가동 산171-1 도","5","69","3","매우좋음"
"2024-02-01","12:38","경기","용인시 기흥구","동백죽전대로","경기도 용인시기흥구 중동 797-16 도","경기도 용인시수지구 죽전동 1398도","5","64","6","매우좋음"
"2024-02-01","12:46","경기","용인시 기흥구","동백8로","경기도 용인시기흥구 동백동 668도","경기도 용인시기흥구 동백동 37-26 도","6","62","3","매우좋음"
"2024-02-01","12:54","경기","용인시 기흥구","동백7로","경기도 용인시기흥구 중동 1056도","경기도 용인시기흥구 동백동 668도","6","63","5","매우좋음"
"2024-02-01","13:01","경기","용인시 기흥구","동백중앙로","경기도 용인시기흥구 동백동 112-4임","경기도 용인시기흥구 중동 1079도","6","61","5","매우좋음"
"2024-02-01","13:15","경기","용인시 기흥구","동백3로","경기도 용인시기흥구 중동 1074도","경기도 용인시기흥구 중동 1055도","6","61","4","매우좋음"
"2024-02-01","13:24","경기","용인시 기흥구","동백죽전대로527번길","경기도 용인시기흥구 동백동 668도","경기도 용인시기흥구 중동 1118 도","6","59","8","매우좋음"
"2024-02-01","13:32","경기","용인시 기흥구","어정로","경기도 용인시기흥구 중동 1060도","경기도 용인시기흥구 구갈동 653-4 도","6","59","14","매우좋음"
"2024-02-01","13:40","경기","용인시 기흥구","강남서로","경기도 용인시기흥구 구갈동 609도","경기도 용인시기흥구 구갈동 636도","6","57","59","좋음"
"2024-02-01","10:44","서울","강남구","압구정로","서울특별시 강남구 압구정동 394 도","서울특별시 강남구 청담동 77 도","3","71","3","매우좋음"
"2024-02-01","10:57","서울","강남구","삼성로","서울특별시 강남구 청담동 77 도","서울특별시 강남구 개포동 146-2 도","4","69","24","매우좋음"
"2024-02-01","11:18","서울","강남구","영동대로","서울특별시 강남구 개포동 146-5 도","서울특별시 광진구 자양동 158-17천","4","68","37","매우좋음"
"2024-02-01","11:48","서울","강남구","선릉로","서울특별시 강남구 압구정동 495 도","서울특별시 강남구 개포동 146-1 도","5","64","67","좋음"
"2024-02-01","12:47","서울","강남구","남부순환로","서울특별시 강남구 수서동 329-21 도","서울특별시 강남구 도곡동 207 도","6","57","39","매우좋음"
"2024-02-01","13:05","서울","강남구","도곡로","서울특별시 강남구 도곡동 958-2 도","서울특별시 강남구 대치동 78-28천","6","55","20","매우좋음"
"2024-02-01","13:19","서울","강남구","역삼로","서울특별시 강남구 대치동 1012-34 도","서울특별시 강남구 역삼동 858 도","7","51","133","보통"
"2024-02-01","13:37","서울","강남구","테헤란로","서울특별시 강남구 역삼동 858 도","서울특별시 강남구 삼성동 172-66 도","7","48","49","매우좋음"
"2024-02-01","14:29","서울","강남구","학동로","서울특별시 강남구 논현동 280 도","서울특별시 강남구 청담동 139-33 도","7","44","43","매우좋음"
"2024-02-01","14:55","서울","강남구","봉은사로","서울특별시 강남구 삼성동 186-6천","서울특별시 강남구 역삼동 858 도","8","43","64","좋음"
"2024-02-01","15:43","서울","강남구","도산대로","서울특별시 강남구 청담동 77-4 도","서울특별시 강남구 논현동 280 도","9","42","64","좋음"
"2024-02-01","10:50","서울","송파구","백제고분로","서울특별시 송파구 방이동 94-3도","서울특별시 송파구 잠실동 12도","3","68","6","매우좋음"
"2024-02-01","11:12","서울","송파구","석촌호수로","서울특별시 송파구 잠실동 18-1도","서울특별시 송파구 송파동 62도","4","67","5","매우좋음"
"2024-02-01","11:27","서울","송파구","잠실로","서울특별시 송파구 신천동 34도","서울특별시 송파구 잠실동 26-1도","4","67","5","매우좋음"
"2024-02-01","11:38","서울","송파구","삼전로","서울특별시 송파구 잠실동 38도","서울특별시 송파구 삼전동 186-4천","5","64","10","매우좋음"
"2024-02-01","11:47","서울","송파구","삼학사로","서울특별시 송파구 삼전동 156도","서울특별시 송파구 잠실동 43도","4","65","17","매우좋음"
"2024-02-01","12:05","경기","구리시","아차산로","경기도 구리시 아천동 산42-6도","경기도 구리시 교문동 257-4도","5","62","5","매우좋음"
"2024-02-01","12:22","경기","구리시","검배로","경기도 구리시 수택동 360도","경기도 구리시 수택동 2-10도","5","59","41","매우좋음"
"2024-02-01","12:41","경기","구리시","벌말로","경기도 구리시 토평동 480-8 도","경기도 구리시 수택동 353 도","6","57","30","매우좋음"
"2024-02-01","12:51","경기","구리시","경춘로","경기도 구리시 수택동 366-3천","경기도 구리시 교문동 산32-1도","6","56","19","매우좋음"
"2024-02-01","13:13","경기","구리시","경춘북로","경기도 구리시 갈매동 437-20 도","경기도 구리시 갈매동 6-49 천","6","52","11","매우좋음"
"2024-02-01","13:23","경기","구리시","동구릉로","경기도 남양주시 퇴계원면 퇴계원리 321-1 도","경기도 구리시 교문동 257-4도","7","48","92","좋음"
"2024-02-01","13:42","경기","구리시","장자대로","경기도 구리시 교문동 469-4도","경기도 구리시 토평동 275-8도","7","48","55","좋음"
"2024-02-01","13:48","경기","구리시","이문안로","경기도 구리시 토평동 260-1도","경기도 구리시 교문동 105-3도","7","49","16","매우좋음"
"2024-02-01","13:55","경기","구리시","안골로","경기도 구리시 교문동 360-10도","경기도 구리시 수택동 490-1도","6","48","6","매우좋음"
"2024-02-01","14:40","경기","구리시","건원대로","경기도 구리시 인창동 263-2도","경기도 구리시 인창동 679-8 도","7","46","98","좋음"
"2024-02-02","09:58","경기","안양시 만안구","박달로","경기도 안양시만안구 안양동 1223-1도","경기도 안양시만안구 박달동","2","76","3","매우좋음"
"2024-02-02","10:20","경기","안양시 만안구","안양로","경기도 안양시만안구 석수동 327도","경기도 안양시만안구 안양동 345 도","3","75","1","매우좋음"
"2024-02-02","10:52","경기","과천시","중앙로","경기도 과천시 과천동 28-3도","경기도 과천시 갈현동 635-3구","4","68","2","매우좋음"
"2024-02-02","10:59","경기","과천시","과천대로","경기도 과천시 과천동 산95-11도","경기도 과천시 갈현동 622-8도","4","69","26","매우좋음"
"2024-02-02","11:07","경기","안양시 동안구","흥안대로","경기도 안양시동안구 관양동 1563 도","경기도 안양시동안구 호계동 1037도","4","69","70","좋음"
"2024-02-02","11:27","경기","군포시","군포로","경기도 군포시 산본동 52도","경기도 군포시 대야미동 607-16도","4","69","3","매우좋음"
"2024-02-02","11:45","경기","군포시","호수로","경기도 군포시 대야미동 10-1도","경기도 군포시 둔대동 산109-3 임","3","72","4","매우좋음"
"2024-02-02","12:30","경기","의왕시","덕영대로","경기도 의왕시 월암동 762-2 도","경기도 의왕시 이동 294-4도","4","72","25","매우좋음"
"2024-02-02","12:50","경기","군포시","공단로140번길","경기도 군포시 당정동 174-13 장","경기도 군포시 당동 23-2 천","4","69","1","매우좋음"
"2024-02-02","12:57","경기","의왕시","경수대로","경기도 의왕시 오전동 산81-4도","경기도 의왕시 왕곡동","5","67","47","매우좋음"
"2024-02-02","13:38","경기","의왕시","안양판교로","경기도 의왕시 청계동 134-8도","경기도 의왕시 포일동 산61-4임","6","64","77","좋음"
"2024-02-02","13:49","경기","의왕시","포일로","경기도 의왕시 포일동 산63-18임","경기도 의왕시 내손동 713-1도","5","65","21","매우좋음"
"2024-02-02","13:59","경기","의왕시","내손로","경기도 의왕시 내손동 713-5도","경기도 의왕시 내손동 713-5도","6","65","14","매우좋음"
"2024-02-02","14:58","인천","동구","새천년로","인천광역시 동구 송림동 87도","인천광역시 동구 송림동 39도","4","68","20","매우좋음"
"2024-02-02","15:04","인천","동구","송림로","인천광역시 동구 송림동 4-198도","인천광역시 동구 창영동 179-1철","4","68","12","매우좋음"
"2024-02-02","15:16","인천","동구","동산로","인천광역시 동구 송림동 39도","인천광역시 동구 송림동 39도","3","70","4","매우좋음"
"2024-02-02","15:24","인천","동구","인중로","인천광역시 동구 송림동 4-1 도","인천광역시 동구 만석동 43-187도","4","68","35","매우좋음"
"2024-02-02","15:41","인천","동구","화도진로","인천광역시 동구 만석동 9-41 도","인천광역시 동구 송림동 234-8도","3","67","6","매우좋음"
"2024-02-02","15:57","인천","동구","송현로","인천광역시 동구 송현동 23-16수","인천광역시 동구 송현동 70-2도","4","67","21","매우좋음"
"2024-02-02","10:18","서울","서초구","태봉로","서울특별시 서초구 우면동 420-2 도","서울특별시 서초구 우면동 23-14 도","5","86","2","매우좋음"
"2024-02-02","10:31","서울","서초구","바우뫼로","서울특별시 서초구 우면동 23도","서울특별시 서초구 양재동 4-19도","5","83","1","매우좋음"
"2024-02-02","10:43","서울","서초구","매헌로","서울특별시 서초구 양재동 238도","서울특별시 서초구 양재동 227-6도","5","81","1","매우좋음"
"2024-02-02","10:50","서울","서초구","헌릉로","서울특별시 서초구 양재동 238-1도","서울특별시 서초구 내곡동 산13-250 도","5","81","1","매우좋음"
"2024-02-02","11:41","서울","금천구","시흥대로","서울특별시 관악구 신림동 1674-6도","서울특별시 금천구 시흥동 1001-42도","6","85","6","매우좋음"
"2024-02-02","12:48","서울","금천구","벚꽃로","서울특별시 금천구 시흥동 113-192 철","서울특별시 금천구 가산동 3-20도","6","83","19","매우좋음"
"2024-02-02","12:55","서울","금천구","가산디지털1로","서울특별시 금천구 가산동 515-13구","서울특별시 금천구 가산동 677도","6","81","14","매우좋음"
"2024-02-02","13:06","서울","금천구","가산디지털2로","서울특별시 금천구 가산동 338-10도","서울특별시 금천구 가산동 481-12 도","6","82","17","매우좋음"
"2024-02-02","13:20","서울","금천구","남부순환로","서울특별시 구로구 구로동 699-17 철","서울특별시 구로구 구로동 141-7 도","7","78","8","매우좋음"
"2024-02-02","13:38","서울","금천구","문성로","서울특별시 금천구 독산동 906-42도","서울특별시 금천구 독산동 995-5도","6","79","10","매우좋음"
"2024-02-02","13:46","서울","금천구","독산로","서울특별시 금천구 독산동 996도","서울특별시 금천구 시흥동 1000-92도","7","78","9","매우좋음"
"2024-02-02","14:00","서울","금천구","은행나무로","서울특별시 금천구 시흥동 1000-92도","서울특별시 금천구 시흥동 1000-124도","6","82","13","매우좋음"
"2024-02-02","14:08","서울","금천구","금하로","서울특별시 금천구 시흥동 1010-14도","서울특별시 금천구 시흥동 784-7천","6","82","8","매우좋음"
"2024-02-02","14:19","서울","금천구","안양천로","서울특별시 금천구 독산동 779-5 도","서울특별시 금천구 독산동 1091도","6","83","9","매우좋음"
"2024-02-02","14:24","서울","금천구","범안로","서울특별시 금천구 독산동 1085도","서울특별시 금천구 독산동 1081-16도","7","82","10","매우좋음"
"2024-02-02","10:27","서울","송파구","송파대로","서울특별시 광진구 자양동 753-2도","서울특별시 송파구 장지동 596-21도","5","69","4","매우좋음"
"2024-02-02","10:50","서울","송파구","새말로","서울특별시 송파구 문정동 446-4 천","서울특별시 송파구 문정동 114-2도","5","68","5","매우좋음"
"2024-02-02","10:56","서울","송파구","충민로","서울특별시 송파구 장지동 839-7 도","서울특별시 송파구 문정동 305-24 도","5","68","13","매우좋음"
"2024-02-02","11:11","서울","송파구","송이로","서울특별시 송파구 장지동 839-7 도","서울특별시 송파구 송파동 152-1도","6","66","19","매우좋음"
"2024-02-02","11:32","서울","송파구","마천로","서울특별시 송파구 방이동 209-7도","서울특별시 송파구 거여동 575전","6","66","9","매우좋음"
"2024-02-02","11:56","서울","송파구","거마로","서울특별시 송파구 거여동 20-14도","서울특별시 송파구 마천동 63-8 도","6","64","10","매우좋음"
"2024-02-02","12:08","서울","송파구","오금로","서울특별시 송파구 거여동 산63-2 구","서울특별시 송파구 신천동 15도","7","60","19","매우좋음"
"2024-02-02","12:38","서울","송파구","올림픽로35길","서울특별시 송파구 신천동 3도","서울특별시 송파구 신천동 26도","6","62","2","매우좋음"
"2024-02-02","12:46","서울","송파구","위례성대로","서울특별시 송파구 신천동 26도","서울특별시 송파구 방이동 452-17 도","7","59","4","매우좋음"
"2024-02-02","13:46","서울","송파구","문정로","서울특별시 송파구 마천동 산21-1 도","서울특별시 송파구 문정동 119-4 도","8","51","107","보통"
"2024-02-02","13:58","서울","송파구","동남로","서울특별시 송파구 문정동 150-14 도","서울특별시 송파구 방이동 434-1임","8","45","45","매우좋음"
"2024-02-02","14:19","서울","송파구","중대로","서울특별시 송파구 오금동 3-6도","서울특별시 송파구 가락동 616-1천","8","48","29","매우좋음"
"2024-02-02","14:31","서울","송파구","양재대로","서울특별시 송파구 가락동 520천","서울특별시 송파구 방이동 89-29도","8","50","26","매우좋음"
"2024-02-02","10:18","서울","강남구","논현로","서울특별시 강남구 압구정동 374천","서울특별시 강남구 도곡동 207 도","5","62","11","매우좋음"
"2024-02-02","10:48","서울","강남구","개포로","서울특별시 서초구 양재동 261-24 도","서울특별시 강남구 일원동 474-1 도","5","62","13","매우좋음"
"2024-02-02","11:16","서울","강남구","일원로","서울특별시 강남구 일원동 734-2 도","서울특별시 강남구 일원동 700-9 도","5","62","20","매우좋음"
"2024-02-02","11:27","서울","강남구","광평로","서울특별시 강남구 개포동 146-5 도","서울특별시 강남구 수서동 85-4 천","6","60","7","매우좋음"
"2024-02-02","12:12","서울","강남구","밤고개로","서울특별시 강남구 수서동 357도","서울특별시 강남구 세곡동 150-1천","7","55","26","매우좋음"
"2024-02-02","12:23","서울","강남구","자곡로","서울특별시 강남구 세곡동 389-5 도","서울특별시 강남구 자곡동 45-9 천","6","54","29","매우좋음"
"2024-02-02","12:34","서울","강남구","밤고개로21길","서울특별시 강남구 율현동 66-1잡","서울특별시 강남구 율현동 242-6 도","7","54","193","나쁨"
"2024-02-02","12:56","서울","강남구","헌릉로","서울특별시 강남구 세곡동 486-2천","서울특별시 강남구 세곡동 468-43 도","8","50","82","좋음"
"2024-02-02","13:12","서울","강남구","언주로","서울특별시 강남구 개포동 산53-25임","서울특별시 성동구 성수동1가 701-1천","8","50","33","매우좋음"
"2024-02-02","10:18","경기","동두천시","평화로","경기도 동두천시 하봉암동 157-11 도","경기도 양주시 봉양동 801-3답","3","65","92","좋음"
"2024-02-02","10:45","경기","동두천시","강변로","경기도 동두천시 송내동 467-4 도","경기도 동두천시 하봉암동 327-38 장","3","64","46","매우좋음"
"2024-02-02","11:11","경기","동두천시","상패로","경기도 동두천시 보산동 441-3 도","경기도 동두천시 상패동 114-3 도","4","63","168","나쁨"
"2024-02-02","11:18","경기","동두천시","정장로","경기도 동두천시 생연동 820-1 도","경기도 동두천시 생연동 224-5 도","4","63","90","좋음"
"2024-02-02","11:24","경기","동두천시","행선로","경기도 동두천시 생연동 396-2 도","경기도 동두천시 지행동 384 도","4","62","171","나쁨"
"2024-02-02","11:29","경기","동두천시","이담로","경기도 동두천시 지행동 160-3 도","경기도 동두천시 지행동 725-7 도","5","61","124","보통"
"2024-02-02","11:35","경기","동두천시","지행로","경기도 동두천시 지행동 697 도","경기도 동두천시 지행동 77-1 전","5","61","100","좋음"
"2024-02-02","11:49","경기","동두천시","동우로","경기도 동두천시 송내동 산 32-1 임","경기도 동두천시 송내동 341-6 도","5","60","36","매우좋음"
"2024-02-02","11:54","경기","동두천시","중앙로","경기도 동두천시 송내동 698-21 도","경기도 동두천시 생연동 산 13-4 임","6","57","107","보통"
"2024-02-02","12:05","경기","동두천시","동두천로","경기도 동두천시 생연동 567-30 도","경기도 동두천시 송내동 698-22 도","6","57","94","좋음"
"2024-02-02","12:45","경기","동두천시","장고갯로","경기도 동두천시 생연동 365-6 도","경기도 동두천시 보산동 438-34 전","7","49","147","보통"
"2024-02-02","13:07","경기","동두천시","삼육사로","경기도 동두천시 상패동 1081-10 잡","경기도 동두천시 탑동동 산40 임","6","51","42","매우좋음"
"2024-02-02","13:38","경기","포천시","왕방로","경기도 포천시 어룡동 408-1도","경기도 포천시 신북면 가채리 804-5전","7","50","146","보통"
"2024-02-02","13:50","경기","포천시","호국로","경기도 포천시 영북면 자일리 339-3천","경기도 포천시 소흘읍 이동교리 산117-2 도","7","50","46","매우좋음"
"2024-02-02","13:57","경기","포천시","용정경제로","경기도 포천시 어룡동 408-1도","경기도 포천시 군내면 구읍리 606-10답","7","49","65","좋음"
"2024-02-02","14:08","경기","포천시","포천로","경기도 포천시 창수면 주원리 산217-3임","경기도 포천시 내촌면 내리 482-3도","7","48","71","좋음"
"2024-02-02","14:27","경기","포천시","호국로","경기도 포천시 영북면 자일리 339-3천","경기도 포천시 소흘읍 이동교리 산117-2 도","8","47","19","매우좋음"
"2024-02-02","14:33","경기","포천시","솔모루로","경기도 포천시 소흘읍 송우리 72 도","경기도 포천시 소흘읍 송우리 485-11 도","7","48","41","매우좋음"
"2024-02-02","14:40","경기","포천시","태봉로","경기도 포천시 소흘읍 이동교리 38-7 도","경기도 포천시 소흘읍 송우리 731 도","7","49","95","좋음"
"2024-02-02","14:51","경기","포천시","송우로","경기도 포천시 동교동 542-2도","경기도 포천시 소흘읍 송우리 119-1 도","7","49","118","보통"
"2024-02-02","15:04","경기","포천시","부흥로","경기도 포천시 소흘읍 이동교리 산52-3임","경기도 포천시 내촌면 진목리 산39-6도","7","46","26","매우좋음"
"2024-02-02","15:37","경기","포천시","금강로","경기도 포천시 내촌면 신팔리 산7-3 도","경기도 포천시 화현면 화현리 산214-5임","8","44","38","매우좋음"
"2024-02-07","10:50","서울","도봉구","도봉로","서울특별시 도봉구 도봉동 368-2 도","서울특별시 도봉구 창동 737-1 천","2","73","1","매우좋음"
"2024-02-07","11:10","서울","강북구","도봉로","서울특별시 강북구 번동 655-1천","서울특별시 강북구 미아동 14-2도","3","67","5","매우좋음"
"2024-02-07","11:36","서울","강북구","삼양로","서울특별시 성북구 길음동 586-44도","서울특별시 강북구 우이동 207-16 도","3","64","5","매우좋음"
"2024-02-07","12:07","서울","도봉구","삼양로","쌍문동 513-2대","쌍문동 424-31천","2","61","2","매우좋음"
"2024-02-07","12:12","서울","강북구","한천로","서울특별시 강북구 수유동 279-7 도","서울특별시 강북구 번동 612-3천","3","61","15","매우좋음"
"2024-02-07","12:49","서울","강북구","솔샘로","서울특별시 강북구 미아동 231도","서울특별시 강북구 미아동 1353-13 공","3","61","11","매우좋음"
"2024-02-07","13:00","서울","강북구","인수봉로","서울특별시 강북구 미아동 1354-12 도","서울특별시 강북구 수유동 565-1도","3","60","8","매우좋음"
"2024-02-07","13:21","서울","도봉구","해등로","서울특별시 도봉구 쌍문동 509-11도","서울특별시 도봉구 창동 산135-1도","3","58","4","매우좋음"
"2024-02-07","13:41","서울","도봉구","덕릉로","서울특별시 도봉구 창동 756-164 천","서울특별시 도봉구 창동 737-8천","4","57","14","매우좋음"
"2024-02-07","13:48","서울","강북구","덕릉로","서울특별시 강북구 번동 655-7천","서울특별시 강북구 수유동 453-1도","4","58","21","매우좋음"
"2024-02-07","14:06","서울","강북구","노해로","서울특별시 강북구 번동 386-16도","서울특별시 강북구 수유동 650-31천","3","59","17","매우좋음"
"2024-02-07","14:10","서울","도봉구","노해로","서울특별시 도봉구 쌍문동 358-7도","서울특별시 도봉구 창동 21-1천","4","60","1","매우좋음"
"2024-02-07","14:26","서울","도봉구","방학로","서울특별시 도봉구 방학동 18-5천","서울특별시 강북구 우이동 산103-1도","4","60","1","매우좋음"
"2024-02-07","14:40","서울","도봉구","도당로","서울특별시 도봉구 방학동 726-65 도","서울특별시 도봉구 쌍문동 20-7도","3","62","1","매우좋음"
"2024-02-07","14:57","서울","도봉구","마들로","서울특별시 도봉구 창동 796 천","서울특별시 도봉구 도봉동 11-8 답","3","61","2","매우좋음"
"2024-02-07","10:49","경기","수원시 영통구","봉영로","경기도 용인시기흥구 영덕동 829-4도","경기도 수원시 영통구 망포동 574-6 도","2","100","3","매우좋음"
"2024-02-07","10:58","경기","수원시 영통구","봉영로1517번길","영통구 영통동 1055도","영통구 영통동 1062도","2","100","4","매우좋음"
"2024-02-07","11:10","경기","수원시 영통구","영통로","경기도 용인시기흥구 영덕동 861도","경기도 수원시 영통구 망포동 678 구","2","100","2","매우좋음"
"2024-02-07","12:03","경기","수원시 장안구","경수대로","경기도 수원시 장안구 파장동 산45임","경기도 수원시 장안구 연무동 161-13 도","3","100","3","매우좋음"
"2024-02-07","12:18","경기","수원시 팔달구","장안로","경기도 수원시 팔달구 화서동 21-2도","경기도 수원시 팔달구 화서동 21-2도","2","100","3","매우좋음"
"2024-02-07","12:25","경기","수원시 장안구","수성로","경기도 수원시 장안구 조원동 533-11도","경기도 수원시 장안구 정자동 109-38도","3","100","3","매우좋음"
"2024-02-07","12:34","경기","수원시 팔달구","화산로","경기도 수원시 팔달구 화서동 712-1도","경기도 수원시 팔달구 화서동 712-1도","2","100","3","매우좋음"
"2024-02-07","12:44","경기","수원시 권선구","서수원로","경기도 수원시 권선구 당수동 산25-1임","경기도 수원시 권선구 오목천동 756-1 도","3","97","6","매우좋음"
"2024-02-07","13:10","경기","수원시 권선구","매송고색로","경기도 수원시 권선구 세류동 201도","경기도 수원시 권선구 오목천동 산29-4도","3","94","4","매우좋음"
"2024-02-07","15:17","인천","연수구","송도국제대로","인천광역시 연수구 송도동 39 도","인천광역시 연수구 동춘동 916-3 도","3","93","32","매우좋음"
"2024-02-07","15:33","인천","연수구","능허대로","인천광역시 연수구 동춘동 958 도","인천광역시 연수구 옥련동 605-1도","3","88","9","매우좋음"
"2024-02-07","15:52","인천","연수구","비류대로","인천광역시 연수구 선학동 384도","인천광역시 연수구 옥련동 605-1도","3","87","7","매우좋음"
"2024-02-07","11:17","경기","안성시","남파로","경기도 안성시 봉산동 95도","경기도 안성시 신건지동 72도","2","90","72","좋음"
"2024-02-07","11:28","경기","안성시","공단로","경기도 안성시 신건지동 72도","경기도 안성시 신모산동 27도","2","90","38","매우좋음"
"2024-02-07","11:39","경기","안성시","중앙로","경기도 안성시 대덕면 내리 670-3도","경기도 안성시 봉산동 92도","3","88","76","좋음"
"2024-02-07","12:36","경기","안성시","안성맞춤대로","경기도 안성시 양성면 난실리 209도","경기도 안성시 서운면 현매리 226-2도","3","80","66","좋음"
"2024-02-07","12:42","경기","안성시","제2공단1길","경기도 안성시 미양면 계륵리 275도","경기도 안성시 미양면 구수리 10-2답","3","78","175","나쁨"
"2024-02-07","12:50","경기","안성시","서운로","경기도 안성시 계동 170-3도","경기도 안성시 서운면 산평리 316-3천","3","81","67","좋음"
"2024-02-07","12:55","경기","안성시","제4산단로","경기도 안성시 서운면 양촌리 477 도","경기도 안성시 미양면 양변리 산9-58 임","3","82","155","나쁨"
"2024-02-07","13:16","경기","안성시","공도로","경기도 안성시 공도읍 만정리 676-2도","경기도 안성시 공도읍 용두리 731-2도","3","77","51","좋음"
